site,monitor,date,start_hour,value,variable,units,quality,prelim 
2485,-,2016-04-10,2,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,3,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,4,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,5,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,6,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,7,22.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,8,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,9,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,10,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,11,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,12,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,13,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,14,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,15,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,16,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,17,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,18,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,19,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,20,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,21,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,22,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-10,23,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,0,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,1,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,2,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,3,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,4,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,5,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,6,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,7,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,8,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,9,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,10,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,11,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,12,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,13,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,14,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,15,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,16,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,17,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,18,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,19,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,20,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,21,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,22,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-11,23,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,0,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,1,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,2,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,3,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,4,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,5,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,6,22.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,7,24.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,8,32.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,9,25.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,10,20.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,11,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,12,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,13,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,14,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,15,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,16,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,17,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,18,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,19,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,20,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,21,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,22,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-12,23,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,0,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,1,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,2,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,3,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,4,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,5,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,6,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y 
2485,-,2016-04-13,7,25.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,8,24.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,9,24.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,10,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,11,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,12,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,13,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,14,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,15,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,16,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,17,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,18,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,19,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,20,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,21,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,22,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-13,23,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,0,25.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,1,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,2,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,3,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,4,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,5,28.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,6,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,7,28.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,8,25.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,9,22.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,10,24.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,11,20.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,12,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,14,27.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,15,25.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,16,33.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,17,27.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,18,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,19,20.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,20,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,21,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,22,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-14,23,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,0,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,1,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,2,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,3,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,4,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,5,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,6,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,7,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,8,22.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,9,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,10,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,11,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,12,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,13,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,14,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,15,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,17,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,18,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,19,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,20,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,21,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,22,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-15,23,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,0,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,1,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,2,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,5,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,6,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,7,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,8,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,9,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,10,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,11,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,12,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,13,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,14,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,15,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,16,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,17,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,18,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,19,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,20,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,21,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,22,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-16,23,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,0,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,1,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,2,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,3,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,4,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,5,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,6,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,7,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,8,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,9,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,10,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,11,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,12,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,13,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,14,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,15,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,16,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,17,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,18,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,19,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,20,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,21,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,22,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-17,23,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,0,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,1,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,2,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,3,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,4,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,5,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,6,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,7,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,8,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,9,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,10,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,11,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,12,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,13,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,14,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,15,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,16,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,17,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,18,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,19,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,20,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,21,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,22,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-18,23,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,0,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,1,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,2,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,3,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,4,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,5,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,6,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,7,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,8,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,9,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,10,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,11,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,12,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,13,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,14,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,15,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,16,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,17,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,18,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,19,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,20,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,21,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,22,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-19,23,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-20,0,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
2485,-,2016-04-20,1,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
